Date,Month,Year,Quarter,Time Of Day,Primary Keywords,Secondary Keywords,Long-Tail Keywords,Location,Social Media Source,Media Type,Device Type,Organic_Traffic,Keywords_Ranking,Clicks,Impressions,CTR (%),Average_Position,Backlinks,Domain_Authority,Bounce_Rate (%),Pages_per_Session,Organic_vs_Paid_Traffic_Split (%),Organic_Traffic_Growth_Rate (%),Conversion_Rate (%),Goal_Completions,Average_Session_Duration (sec),New_vs_Returning_Visitors (%),Exit_Rate (%),Top_Landing_Pages,Keyword_Difficulty,CPC_for_Paid_Keywords ($),Indexed_Pages,Mobile_vs_Desktop_Traffic_Split (%),Organic_Revenue ($),Page_Load_Time (sec),Core_Web_Vitals_LCP (sec),Core_Web_Vitals_FID (ms),Core_Web_Vitals_CLS,Social_Shares,Referral_Traffic,Technical_SEO_Errors,Bounce_Rate_by_Device_Mobile (%),Time_to_First_Byte_TTFB (ms)
1/7/24 0:00,January,2024,Q1,Night,eco-friendly clothing,green fashion trends,carbon-neutral activewear,United States,YouTube,Infographic,Laptop,3982,99,217,40866,4.1,39.76,528,64,63.39,7.28,58.04,18.88,7.45,51,222,73.68,15.69,Homepage,62.65,8.86,3943,76.75,4455.49,5.11,3.06,197.2,0.94,381,3299,8,55.29,291
1/7/24 1:00,January,2024,Q1,Night,eco-friendly clothing,ethical fashion brands,sustainable fashion for athletes,Australia,Instagram,Image gallery,Laptop,3373,12,2324,1623,8.33,48.27,798,46,75.07,3.72,56.17,32.02,7.36,217,119,77.51,11.03,Homepage,58.09,4.58,4052,59.57,166.63,5.84,1.15,312.61,0.39,161,2382,17,31.54,228
1/7/24 2:00,January,2024,Q1,Night,recycled fabric dresses,green fashion trends,where to buy recycled polyester running shorts,Australia,Instagram,Infographic,Desktop,5326,28,2154,6673,4.97,34.17,567,64,71.98,6.41,97.04,47.99,5.88,88,251,65.09,23.35,Category Page,15.67,9.03,3279,66.57,518.73,2.25,1.98,163.5,0.39,16,2850,1,34.97,608
1/7/24 3:00,January,2024,Q1,Night,recycled fabric dresses,eco-friendly hiking gear,carbon-neutral activewear,United Kingdom,Instagram,Blog post,Mobile,8103,11,2585,28539,1.33,45.31,294,87,31.94,8.44,99.51,-6.97,9.94,352,191,49.07,10.73,Blog Post,78.96,9.98,3213,87.1,4112.15,2.17,3.96,858.13,0.44,192,1095,7,29.12,904
1/7/24 4:00,January,2024,Q1,Night,eco-friendly clothing,eco-friendly hiking gear,sustainable fashion for athletes,Germany,Facebook,Infographic,Mobile,1670,10,2693,6564,5.29,3.84,287,18,61.45,4.38,59.46,42.57,10.87,304,167,64.88,20.68,Product Page,66.28,7.02,4721,57.42,8355.8,5.64,4.78,633.25,0.47,259,116,6,49.25,797
1/7/24 5:00,January,2024,Q1,Night,vegan leather handbags,green fashion trends,where to buy recycled polyester running shorts,Canada,Instagram,Shorts,Laptop,8934,3,1729,21916,4.9,40.92,209,60,14.09,5.64,99.1,0.06,11.29,340,251,75.15,45.82,Category Page,30.15,4.33,2751,72.12,9000.76,9.6,2.18,577.23,0.33,171,4309,16,40.46,110
1/7/24 6:00,January,2024,Q1,Morning,eco-friendly clothing,sustainable activewear,eco-friendly clothing for hikers,Australia,Instagram,Shorts,Mobile,7955,7,1550,17013,2.11,1.71,168,83,64.21,3.41,77.05,7.21,2.71,217,39,77.21,29.2,Category Page,66.58,1.49,4724,50.78,7586.5,9.05,3.81,368.62,0.45,249,4708,9,50.57,1001
1/7/24 7:00,January,2024,Q1,Morning,sustainable outdoor gear,ethical fashion brands,where to buy recycled polyester running shorts,Mexico,TikTok,Video,Desktop,4713,13,416,24021,4.46,25.41,325,77,17.43,9.38,87.2,30.02,5.98,219,181,75.33,14.85,Category Page,68.5,7.23,3391,54.08,6088.31,9.33,3.4,975.2,0.27,82,594,9,60.23,851
1/7/24 8:00,January,2024,Q1,Morning,eco-friendly clothing,eco-friendly hiking gear,where to buy recycled polyester running shorts,Germany,Twitter,Product page,Laptop,4768,13,2400,30527,3.99,26,510,18,14.01,2.6,60.42,23.9,3.01,423,500,77.88,10.7,Homepage,57.33,6.57,1171,69.58,6176.18,9.13,3.42,581.28,0.88,370,4170,4,36.88,1126
1/7/24 9:00,January,2024,Q1,Morning,eco-friendly accessories,eco-friendly sportswear,sustainable fashion for athletes,Canada,Facebook,Infographic,Mobile,5464,86,1007,48687,9.81,49.5,223,16,66.3,3.07,57.7,-9.82,1.39,281,537,59.61,27.76,Blog Post,83.42,2.36,2955,59.45,4850.35,8.31,4.74,403.19,0.68,170,443,10,22.41,146
1/7/24 10:00,January,2024,Q1,Morning,eco-friendly accessories,ethical fashion brands,biodegradable outdoor clothing,Australia,Instagram,Video,Laptop,4224,23,1103,25614,2.66,9.74,744,64,40.55,8.63,65.5,5.1,1.87,490,245,47,15.16,Homepage,77.73,5.08,3892,68.91,6574.33,1.87,4.78,137.53,0.5,22,4406,2,59.73,1307
1/7/24 11:00,January,2024,Q1,Morning,eco-friendly clothing,sustainable activewear,best organic cotton t-shirts in the US,United States,YouTube,Image gallery,Tablet,1896,60,1005,36865,8.33,3.79,714,24,45.84,7.83,56,40.97,8.3,325,563,45.98,22.64,Blog Post,31.23,8.81,1412,80.19,6209.16,5.72,2.16,803.7,0.37,132,1229,3,13.29,135
1/7/24 12:00,January,2024,Q1,Afternoon,eco-friendly clothing,sustainable activewear,biodegradable outdoor clothing,Canada,TikTok,Blog post,Laptop,5138,36,2737,45607,2.37,26.07,345,63,38,7.67,88.55,49.38,9.48,284,360,57.65,20.85,Homepage,15.61,3.29,4319,69.39,957.26,7.13,4.51,805.19,0.99,176,1258,18,16.41,1320
1/7/24 13:00,January,2024,Q1,Afternoon,sustainable outdoor gear,eco-friendly hiking gear,eco-friendly clothing for hikers,Germany,TikTok,Shorts,Laptop,3076,21,1197,46037,1.58,49,273,54,14.74,8.86,67.01,3.67,8.36,269,107,60.57,27.49,Homepage,22.64,8.08,1681,64.22,4651.43,8.93,2.25,822.52,0.25,10,4177,15,16.44,504
1/7/24 14:00,January,2024,Q1,Afternoon,vegan leather handbags,eco-friendly hiking gear,eco-friendly clothing for hikers,Australia,YouTube,Image gallery,Desktop,5864,16,1370,4605,6.07,43.98,74,79,59.2,2.55,65.91,31.99,1.7,421,70,78.23,13.16,Blog Post,32.21,0.91,4749,59.87,9293.02,2.87,3.22,700.7,0.47,407,1928,12,68.11,1307
1/7/24 15:00,January,2024,Q1,Afternoon,vegan leather handbags,eco-friendly hiking gear,where to buy recycled polyester running shorts,United Kingdom,Snapchat,Infographic,Tablet,3956,80,2987,45263,0.57,40.87,552,38,71.22,3.7,56,7.27,3.37,261,142,75.55,48.19,Product Page,84.63,3.33,1735,78.13,8764.42,5.97,1.75,462.7,0.8,436,296,9,23.08,360
1/7/24 16:00,January,2024,Q1,Afternoon,vegan leather handbags,sustainable activewear,sustainable fashion for athletes,Canada,TikTok,Product page,Desktop,4057,92,1990,18912,6.99,22.88,557,38,16.37,2.33,78.17,45.48,13.06,239,423,47.13,41.55,Blog Post,65.25,3.09,644,56.27,5433.15,4.63,4.44,970.96,0.99,24,479,11,15.72,277
1/7/24 17:00,January,2024,Q1,Afternoon,eco-friendly accessories,ethical fashion brands,sustainable fashion for athletes,United Kingdom,Pinterest,Video,Tablet,8361,75,2306,41910,6.11,4.43,599,89,26.11,2.8,84.49,4.42,6.08,131,113,60.1,44.31,Homepage,44.79,9.77,2503,52.84,1857.2,2.44,3.86,417.03,0.49,246,3598,2,67.79,542
1/7/24 18:00,January,2024,Q1,Evening,sustainable outdoor gear,green fashion trends,carbon-neutral activewear,Mexico,Snapchat,Video,Laptop,6385,91,2397,14466,7.27,20.32,527,34,72.05,5.59,79.02,35.77,3.43,220,68,57.28,34.56,Category Page,50.23,0.74,3980,52.86,159.81,3.42,3.01,504.15,0.44,36,3303,0,29.64,587
1/7/24 19:00,January,2024,Q1,Evening,sustainable outdoor gear,athleisure for eco-conscious consumers,biodegradable outdoor clothing,Canada,Pinterest,Infographic,Laptop,5561,17,593,10572,4.95,30.95,163,77,21.8,9.77,73.52,35.02,7.54,222,266,73.79,10.82,Blog Post,89.37,6.09,3369,86.85,9593.3,8.76,1.22,152.79,0.58,290,4538,10,64.52,1235
1/7/24 20:00,January,2024,Q1,Evening,vegan leather handbags,green fashion trends,sustainable fashion for athletes,United States,Pinterest,Product page,Tablet,8827,27,1157,12463,9.3,42.15,234,37,75.02,2.38,68.52,42.93,8.24,69,395,60.43,17.29,Product Page,31.86,7.33,3688,86.8,3106.25,9.2,2.38,136.36,0.31,215,3763,1,58.56,1374
1/7/24 21:00,January,2024,Q1,Evening,vegan leather handbags,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,United States,Pinterest,Infographic,Desktop,3420,40,1770,14804,3.32,6.84,896,34,74.25,2.14,53.61,17.37,6.18,133,160,47.31,36.52,Blog Post,69.68,4.86,2296,60.31,8709.24,6.61,2.12,647.21,0.37,326,4237,12,55.22,630
1/7/24 22:00,January,2024,Q1,Evening,eco-friendly accessories,green fashion trends,carbon-neutral activewear,United Kingdom,Snapchat,Infographic,Desktop,5130,81,2373,49547,8.86,1.27,123,45,64.55,4.49,71.89,0.39,13.73,453,469,60.31,18.18,Product Page,42.28,6.22,1271,73.64,3464.82,6.26,4.52,467.72,0.61,280,4082,11,47.59,892
1/7/24 23:00,January,2024,Q1,Evening,eco-friendly accessories,eco-friendly hiking gear,where to buy recycled polyester running shorts,Canada,TikTok,Blog post,Mobile,2252,40,2987,41631,7.1,12.08,289,27,10.46,3.76,89.79,20.41,0.94,479,583,74.18,49.74,Category Page,33.38,7.12,2273,71.31,3845.76,7.5,4.08,611.27,0.62,452,1581,0,52.22,638
1/8/24 0:00,January,2024,Q1,Night,sustainable outdoor gear,ethical fashion brands,eco-friendly clothing for hikers,Germany,TikTok,Blog post,Laptop,1597,37,887,27489,3.79,14.54,945,65,76.66,6.91,55.51,5.83,6.25,321,171,71.63,28.97,Category Page,14.82,4.73,589,76.23,9142.36,1.45,1.37,154.54,0.46,492,3934,3,34.2,781
1/8/24 1:00,January,2024,Q1,Night,eco-friendly clothing,ethical fashion brands,where to buy recycled polyester running shorts,Canada,Pinterest,Shorts,Mobile,3658,95,2918,49786,5.61,4.99,723,41,56.9,8,50.42,-1.49,8.83,304,597,79.82,33.4,Product Page,35.72,9.67,4532,68.56,6494.57,8,3.49,405.83,0.29,145,4016,4,46.69,1161
1/8/24 2:00,January,2024,Q1,Night,eco-friendly accessories,ethical fashion brands,biodegradable outdoor clothing,United States,TikTok,Shorts,Laptop,6001,47,1144,38875,0.72,2.28,752,17,57.11,5.37,67.48,21.13,13.82,37,100,76.59,11.45,Category Page,83.92,3.74,3912,78.38,9952.15,5.44,1.13,999.14,0.64,247,322,11,52.28,923
1/8/24 3:00,January,2024,Q1,Night,eco-friendly clothing,eco-friendly hiking gear,sustainable fashion for athletes,Mexico,YouTube,Product page,Mobile,1000,75,1737,10222,2.07,32.3,653,11,28.66,7.44,97.94,-2.19,5.95,190,258,52.94,26.25,Blog Post,83.18,0.88,3502,62.05,8999.33,3.2,4.1,394.48,0.93,317,4698,11,35.17,241
1/8/24 4:00,January,2024,Q1,Night,organic cotton apparel,ethical fashion brands,where to buy recycled polyester running shorts,United States,Facebook,Blog post,Laptop,6612,7,1130,11726,3.76,39.58,268,28,16.13,7.59,91.49,-9.25,10.71,483,176,44.53,15.95,Product Page,76.97,5.25,4870,58.33,1445.79,4,3.35,949.24,0.91,37,963,14,49.51,235
1/8/24 5:00,January,2024,Q1,Night,eco-friendly clothing,ethical fashion brands,biodegradable outdoor clothing,Germany,Snapchat,Image gallery,Mobile,5122,57,1626,42269,6.31,26.08,640,46,23.85,7.13,90.91,10.69,11.85,120,356,52.53,47.94,Blog Post,32.3,5.04,1745,72.84,9365.13,4.48,3.2,908.08,0.61,459,2476,14,11.31,473
1/8/24 6:00,January,2024,Q1,Morning,organic cotton apparel,sustainable activewear,where to buy recycled polyester running shorts,United Kingdom,YouTube,Infographic,Desktop,2451,61,1449,9294,8.07,41.93,649,43,12.66,5.05,59.73,38.99,7.67,430,272,73.51,42.84,Homepage,50.51,6.99,1736,51.38,9429.72,2.91,3.54,854.77,0.25,311,4857,2,27.31,757
1/8/24 7:00,January,2024,Q1,Morning,eco-friendly clothing,ethical fashion brands,sustainable fashion for athletes,United States,YouTube,Image gallery,Tablet,9166,92,2835,31282,7.53,27.11,822,88,79.91,7.73,85.05,-6.55,7.09,286,58,54.29,39.51,Product Page,40.36,0.88,3754,66.91,4359.87,4.85,3.76,934.47,0.34,99,1677,18,11.54,693
1/8/24 8:00,January,2024,Q1,Morning,organic cotton apparel,eco-friendly hiking gear,biodegradable outdoor clothing,Canada,Twitter,Infographic,Desktop,8055,67,2751,44388,3.82,36.73,869,51,19.28,6.54,75.67,6.91,14.71,480,543,50.6,45.81,Homepage,87.7,6.05,720,65.97,1057.31,4.11,3.17,356.79,0.86,73,4124,13,53.61,618
1/8/24 9:00,January,2024,Q1,Morning,organic cotton apparel,sustainable activewear,where to buy recycled polyester running shorts,United States,Instagram,Image gallery,Laptop,2228,20,1999,48820,8.4,45.59,145,54,40.46,7.47,94.78,28.12,13.25,189,549,62.56,48.26,Homepage,62.01,4.49,3978,61.88,5501.71,9.04,2.49,977.64,0.17,280,3078,13,41.68,1443
1/8/24 10:00,January,2024,Q1,Morning,recycled fabric dresses,sustainable activewear,best organic cotton t-shirts in the US,Mexico,Instagram,Image gallery,Tablet,401,22,288,21856,7.65,14.22,227,25,16.69,7.61,57.6,-8.2,10.7,129,570,42.35,18.12,Product Page,89.08,7.5,1619,60.89,7071.03,7.93,1.95,233.2,0.84,433,1633,10,19.59,477
1/8/24 11:00,January,2024,Q1,Morning,sustainable outdoor gear,eco-friendly hiking gear,eco-friendly clothing for hikers,United States,Twitter,Shorts,Desktop,4520,43,1161,8621,4.66,31.29,218,62,39.07,8.5,50.94,27.48,9.62,203,270,71.6,39.17,Product Page,21.88,9.11,4937,69.38,7141.65,1.23,2.07,580.23,0.82,135,947,7,17.91,1288
1/8/24 12:00,January,2024,Q1,Afternoon,sustainable outdoor gear,sustainable activewear,eco-friendly clothing for hikers,Australia,Twitter,Infographic,Mobile,6429,55,2982,38494,8.35,23.1,358,79,52.19,5.46,54.24,18.13,4.61,332,116,70,14.59,Category Page,58.91,2.91,1941,63.25,3630.93,9.59,3.01,675.35,0.91,358,2175,2,14.04,339
1/8/24 13:00,January,2024,Q1,Afternoon,eco-friendly clothing,athleisure for eco-conscious consumers,best organic cotton t-shirts in the US,Canada,Twitter,Product page,Desktop,6070,41,642,3713,2.65,40.78,81,70,14.57,6.71,59.63,45.1,13.75,231,377,50.37,10.97,Category Page,52.92,0.83,576,79.14,4526.14,7.13,3.32,622.38,0.42,59,4307,3,63.56,860
1/8/24 14:00,January,2024,Q1,Afternoon,sustainable outdoor gear,green fashion trends,where to buy recycled polyester running shorts,Australia,Pinterest,Product page,Tablet,2830,94,962,33305,2.77,24.08,615,71,40.74,5.66,64.72,44.68,4.07,205,391,40.12,23.52,Product Page,28.1,6.26,1155,62.01,3398.44,8.43,2.26,367.64,0.41,361,598,4,28.55,1221
1/8/24 15:00,January,2024,Q1,Afternoon,eco-friendly clothing,eco-friendly sportswear,best organic cotton t-shirts in the US,Australia,Pinterest,Shorts,Desktop,1542,63,1531,49917,0.69,40.44,152,21,43.55,3.87,64.27,47.72,10.71,219,282,43.16,40.95,Blog Post,65.05,8.81,3967,75.23,1396.3,2.94,3.01,905.09,0.73,57,3224,16,52.99,446
1/8/24 16:00,January,2024,Q1,Afternoon,sustainable outdoor gear,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Australia,Instagram,Blog post,Mobile,5653,63,2478,8896,3.98,41.39,376,28,40.21,9.96,62.61,40.79,8.81,170,115,59.53,11.05,Product Page,84.84,4.85,4245,88.43,6024.28,7.57,3.26,228.58,0.41,42,918,9,60.46,531
1/8/24 17:00,January,2024,Q1,Afternoon,organic cotton apparel,ethical fashion brands,sustainable fashion for athletes,Mexico,TikTok,Product page,Tablet,4338,87,1682,19819,6.15,16.81,366,31,67.24,5.92,60.13,26.88,7.72,301,62,60.74,15.51,Homepage,84.82,1.49,3338,69.95,7987.23,2.44,2,446.18,0.53,291,945,9,18.78,758
1/8/24 18:00,January,2024,Q1,Evening,eco-friendly accessories,eco-friendly hiking gear,eco-friendly clothing for hikers,Australia,Snapchat,Blog post,Desktop,2885,19,2864,33590,2.73,32.17,797,26,56.46,5.69,87.09,-8.18,13.75,495,172,49.35,19.49,Category Page,40.47,0.71,925,60.18,2394.82,6.77,3.01,766.92,0.81,444,4215,1,40.85,724
1/8/24 19:00,January,2024,Q1,Evening,sustainable outdoor gear,sustainable activewear,where to buy recycled polyester running shorts,Mexico,TikTok,Product page,Desktop,6889,69,2018,24016,3.06,21.37,175,34,12.66,6.67,86.19,3.44,1.64,372,108,48.73,21.72,Homepage,19,6.82,1524,76.08,8034.45,2.98,1.05,907.12,0.8,107,947,7,29.84,425
1/8/24 20:00,January,2024,Q1,Evening,sustainable outdoor gear,eco-friendly sportswear,best organic cotton t-shirts in the US,Germany,YouTube,Image gallery,Tablet,4824,64,920,2744,5.37,5.04,263,59,29.44,7.4,83.55,20.53,14.64,203,414,73.26,27.39,Product Page,42.24,7.56,768,70.08,4114.17,7.17,2.81,275.73,0.8,392,3548,4,28.69,1461
1/8/24 21:00,January,2024,Q1,Evening,eco-friendly clothing,ethical fashion brands,biodegradable outdoor clothing,Canada,Pinterest,Video,Mobile,8366,38,675,6957,9.9,43.58,497,44,79.47,5.93,66.41,45.83,3.99,481,515,48.77,49.52,Product Page,35.14,8.93,4533,74.98,5627.18,7.02,1.89,100.88,0.52,100,3706,8,56.43,586
1/8/24 22:00,January,2024,Q1,Evening,recycled fabric dresses,ethical fashion brands,eco-friendly clothing for hikers,United Kingdom,TikTok,Video,Laptop,1334,53,489,19561,7.83,1.97,864,78,40.76,6.9,61.5,11.23,12.8,95,255,50.17,47.95,Homepage,23.75,8.22,4750,67.88,6661.79,7.33,3.2,492.34,0.2,190,3430,17,42.5,422
1/8/24 23:00,January,2024,Q1,Evening,recycled fabric dresses,sustainable activewear,best organic cotton t-shirts in the US,United States,TikTok,Product page,Mobile,4019,14,2771,24110,5.86,24.46,452,16,77.76,8.75,87.42,9.64,6.97,30,559,47.93,11.16,Product Page,29.88,2.43,4975,53.05,825.67,3.57,4.6,473.77,0.73,492,3503,10,40.66,1493
1/9/24 0:00,January,2024,Q1,Night,eco-friendly accessories,eco-friendly hiking gear,biodegradable outdoor clothing,Canada,Twitter,Image gallery,Tablet,1078,57,248,28889,7.67,5.84,717,68,78.24,8.43,57.77,25.91,7.77,191,429,60.5,28.19,Blog Post,79.47,6.58,1622,76.75,7405.38,2.28,1.88,343.21,0.44,335,365,4,49.84,1266
1/9/24 1:00,January,2024,Q1,Night,sustainable outdoor gear,ethical fashion brands,carbon-neutral activewear,Mexico,Snapchat,Product page,Laptop,1206,51,157,49205,3.35,10.23,68,68,21.74,7.45,97.84,12.27,3.56,224,500,61.98,41.83,Blog Post,25.71,3.22,2278,52.4,2650.19,3.4,2.93,785.92,0.55,333,1176,19,44.99,1105
1/9/24 2:00,January,2024,Q1,Night,vegan leather handbags,eco-friendly hiking gear,best organic cotton t-shirts in the US,Australia,Pinterest,Shorts,Desktop,945,49,853,13723,3.79,10.78,751,46,41.04,5.89,58.57,18.76,3.5,218,196,73.26,34,Blog Post,84.84,5.7,4248,84.03,9401.96,3.34,1.72,865.46,0.78,285,3048,8,67.86,937
1/9/24 3:00,January,2024,Q1,Night,organic cotton apparel,ethical fashion brands,carbon-neutral activewear,Australia,Pinterest,Video,Desktop,5673,98,1234,22253,1.5,14.65,417,84,17.63,4.67,75.12,47.68,0.68,165,335,48.2,37.55,Product Page,25.98,4.12,3348,59.22,3756.2,8.05,3.85,951.85,0.36,431,1061,18,13.39,623
1/9/24 4:00,January,2024,Q1,Night,organic cotton apparel,ethical fashion brands,best organic cotton t-shirts in the US,Australia,TikTok,Product page,Laptop,3919,42,2593,28047,6.81,12.42,784,53,63,1.37,94.83,-5.12,7.95,24,152,62.49,34.23,Category Page,82.37,4.99,1910,81.42,8340.41,3.42,4.78,985.32,0.55,472,2336,19,36.2,894
1/9/24 5:00,January,2024,Q1,Night,organic cotton apparel,athleisure for eco-conscious consumers,sustainable fashion for athletes,United Kingdom,YouTube,Infographic,Laptop,663,32,2664,41073,5.69,28.98,235,41,43.8,8.37,55.73,24.11,10.96,396,366,53.49,24.04,Homepage,76.55,9.94,3255,89.72,3283.87,4.83,1.48,982.75,0.68,265,1498,11,67.42,1044
1/9/24 6:00,January,2024,Q1,Morning,vegan leather handbags,sustainable activewear,sustainable fashion for athletes,United Kingdom,TikTok,Product page,Desktop,502,2,2790,8334,9.23,6.37,305,42,28.3,2.6,98.76,10.48,9.2,349,240,67.09,12.34,Product Page,14.4,5.76,763,74.85,2530.85,6.75,2.7,139.32,0.34,412,843,0,27.29,228
1/9/24 7:00,January,2024,Q1,Morning,recycled fabric dresses,green fashion trends,where to buy recycled polyester running shorts,United States,Snapchat,Blog post,Tablet,7397,12,1380,38479,6.35,27.24,311,87,75.41,8.7,71.85,23.45,13.57,401,218,76.81,24,Homepage,27.95,6.01,936,58.51,9381.05,7.07,2.08,794.35,0.69,135,1597,6,45.85,1282
1/9/24 8:00,January,2024,Q1,Morning,eco-friendly accessories,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,Australia,YouTube,Shorts,Tablet,1813,38,2350,49090,9.33,23.23,575,54,51.69,6.42,96.67,32.42,9.2,197,517,55.01,20.72,Blog Post,62.89,5.66,1094,53.08,1568.45,8.19,3.91,555.74,1,84,1245,18,16.64,530
1/9/24 9:00,January,2024,Q1,Morning,eco-friendly clothing,eco-friendly hiking gear,sustainable fashion for athletes,Mexico,Snapchat,Blog post,Desktop,7634,98,577,36306,1.54,24.36,598,83,51.17,8.46,82.57,16.39,1.25,421,352,59.2,39.62,Category Page,66.86,1.72,3778,53.15,2332.56,2.9,1.44,168.56,0.31,203,3053,8,30.83,624
1/9/24 10:00,January,2024,Q1,Morning,eco-friendly accessories,sustainable activewear,best organic cotton t-shirts in the US,Canada,Instagram,Image gallery,Tablet,3673,4,1112,30742,0.52,34.61,666,13,56.07,7.45,81.26,-2.02,11.55,221,422,42.77,19.08,Category Page,77.61,2.19,1239,85.45,5101.59,6.79,1.82,279.45,0.32,178,3988,7,54.31,116
1/9/24 11:00,January,2024,Q1,Morning,vegan leather handbags,eco-friendly hiking gear,where to buy recycled polyester running shorts,Canada,Twitter,Image gallery,Desktop,724,2,1063,26693,2.08,16.12,795,33,17.95,5.04,84.28,7.96,14.18,307,35,79.03,26.48,Homepage,20.91,1.65,2513,86.6,721.89,5.38,1.22,457.46,0.41,341,3984,13,59.74,606
1/9/24 12:00,January,2024,Q1,Afternoon,eco-friendly accessories,ethical fashion brands,best organic cotton t-shirts in the US,Australia,YouTube,Image gallery,Desktop,7908,57,682,11634,2.82,28.9,812,70,16.65,4.49,93.09,16.48,6.48,174,96,62.55,34.35,Product Page,84.45,2.27,727,82.36,7947.8,9.49,2.19,819.29,0.67,451,2953,9,57.95,1001
1/9/24 13:00,January,2024,Q1,Afternoon,vegan leather handbags,green fashion trends,sustainable fashion for athletes,Mexico,Instagram,Infographic,Laptop,9605,93,791,41963,8.09,26.93,215,42,23.89,6.54,81.22,39.32,10.57,310,297,54.18,21.44,Homepage,15.47,9.5,4429,64.25,7985.14,8.48,2.12,564.18,0.76,175,4591,18,52.81,1295
1/9/24 14:00,January,2024,Q1,Afternoon,eco-friendly accessories,eco-friendly hiking gear,carbon-neutral activewear,United States,Pinterest,Infographic,Desktop,1668,12,1597,47612,3.2,13.67,886,60,38.48,5.38,80.79,13.17,14.48,373,111,44.77,49.64,Category Page,27.49,7.76,2159,70.05,4251.91,4.44,1.24,809.28,0.62,406,3593,10,50.96,787
1/9/24 15:00,January,2024,Q1,Afternoon,sustainable outdoor gear,athleisure for eco-conscious consumers,biodegradable outdoor clothing,Australia,Instagram,Blog post,Desktop,6108,62,2849,40765,8.32,37.54,787,80,63.94,1.35,52.63,-7.33,9.53,65,546,57.33,17.82,Category Page,34.79,1.87,3246,88.73,931.46,4.22,4.51,581.07,0.15,309,1920,17,56.86,1052
1/9/24 16:00,January,2024,Q1,Afternoon,sustainable outdoor gear,eco-friendly hiking gear,sustainable fashion for athletes,Canada,Instagram,Product page,Desktop,2615,96,1520,49708,6.3,42.55,940,79,44.63,3.64,59.91,18.96,11.26,470,76,58.13,11.37,Blog Post,17.54,6.38,3741,57.16,5332.23,7.22,3.92,391.3,0.14,163,1129,2,15.55,1423
1/9/24 17:00,January,2024,Q1,Afternoon,recycled fabric dresses,eco-friendly hiking gear,biodegradable outdoor clothing,Canada,Pinterest,Video,Mobile,8141,29,1160,30187,3.65,12.46,689,26,35.91,6.93,60.09,-6.49,5.06,367,166,45.16,38.18,Category Page,31.01,7.47,3191,51.2,6785.99,5.94,3.36,618.49,0.46,22,3416,12,22.26,1178
1/9/24 18:00,January,2024,Q1,Evening,recycled fabric dresses,ethical fashion brands,carbon-neutral activewear,United States,YouTube,Video,Mobile,2308,97,770,19971,4.98,17.48,277,17,52.33,7.5,87.41,17.49,12.25,93,305,43.86,33.69,Blog Post,39.96,1.94,886,51.32,6784.49,6.49,2,432.43,0.5,427,3470,12,56.98,1062
1/9/24 19:00,January,2024,Q1,Evening,vegan leather handbags,sustainable activewear,sustainable fashion for athletes,Germany,Twitter,Image gallery,Mobile,5964,48,881,49883,7.92,7.49,450,69,16.5,6.36,92.9,1.62,10.54,357,90,79.79,42.82,Homepage,72.41,8.7,3209,59.1,6526.63,4.27,2.54,915.41,0.56,285,2119,19,41.72,781
1/9/24 20:00,January,2024,Q1,Evening,organic cotton apparel,sustainable activewear,where to buy recycled polyester running shorts,Mexico,Instagram,Video,Mobile,9502,38,351,33994,8.56,1.39,445,48,55.87,6.61,79.07,14.76,3.41,96,390,63.6,31.45,Blog Post,63.04,9.21,1716,63.7,9428.29,6.5,3.16,238.96,0.2,435,3953,1,41.78,539
1/9/24 21:00,January,2024,Q1,Evening,vegan leather handbags,eco-friendly hiking gear,carbon-neutral activewear,United Kingdom,Facebook,Product page,Laptop,412,44,1372,26636,3.29,29.08,627,81,26.69,4.57,51.08,-1.82,0.77,342,340,64.39,45.39,Homepage,45.66,8.34,690,57.42,4550.65,9.36,3.62,565.25,0.33,318,2166,17,59.03,574
1/9/24 22:00,January,2024,Q1,Evening,organic cotton apparel,ethical fashion brands,eco-friendly clothing for hikers,United Kingdom,YouTube,Infographic,Laptop,2204,9,2385,39894,1.2,18.09,505,78,11.67,4.99,81.17,-1.83,3.19,276,548,63.44,37.73,Blog Post,84.47,7.04,3874,55.14,5316.72,9.44,2.33,685.32,0.38,23,3608,4,40.12,193
1/9/24 23:00,January,2024,Q1,Evening,sustainable outdoor gear,ethical fashion brands,where to buy recycled polyester running shorts,Mexico,Twitter,Product page,Tablet,9615,74,1417,33529,5.9,44.97,256,60,55.87,1.21,98.14,5.95,12.28,353,346,61.78,37.45,Homepage,57.74,6.97,3668,54.47,3729.43,4.32,4.73,708.96,0.66,329,4816,16,49.99,582
1/10/24 0:00,January,2024,Q1,Night,organic cotton apparel,eco-friendly sportswear,sustainable fashion for athletes,United Kingdom,Facebook,Video,Laptop,8157,2,769,48602,6.6,45.05,679,58,72.8,2.76,68.25,26.5,2.44,150,331,57.44,24.7,Homepage,56.49,4.85,2407,55.18,4603.26,8.72,3.07,853.64,0.61,47,1370,0,19.64,1307
